source,target,weight
graphite-app,aebrahim,3
graphite-app,andreasntr,5
graphite-app,aryanagg,1
graphite-app,ashm-dev,1
graphite-app,axelcarapinha,2
graphite-app,bajajku,15
graphite-app,bibekmhj,2
graphite-app,cgivre,2
graphite-app,davidsjoberg1,3
graphite-app,diwu-sf,1
graphite-app,dlmdlmdlm2,1
graphite-app,duartecaldascardoso,2
graphite-app,duvvuvenkataramana,1
graphite-app,iyertrisha,1
graphite-app,jaybfn,3
graphite-app,jensonjohnathon,4
graphite-app,jerome-auguste,5
graphite-app,jose-mindwayai,6
graphite-app,jrieke,18
graphite-app,julio9205,1
graphite-app,kagawa0710,4
graphite-app,katerinatsikoura,2
graphite-app,kkchemboli,1
graphite-app,kmcgrady,42
graphite-app,lukasmasuch,264
graphite-app,maddie0120,1
graphite-app,majiayu000,1
graphite-app,marcolanfranchi,2
graphite-app,matilde2004,1
graphite-app,mayagbarnes,51
graphite-app,meet-vasita,5
graphite-app,muliahulia,1
graphite-app,nehaaprasad,1
graphite-app,nico-bellante,4
graphite-app,nileshhadalgi016,1
graphite-app,nitinjadhav888,1
graphite-app,plumol,6
graphite-app,raethlein,10
graphite-app,rhstanmoreequipment-del,1
graphite-app,rishabhjain1712,1
graphite-app,rpgjarman,1
graphite-app,sea-turt1e,1
graphite-app,sfc-gh-aamadhavan,6
graphite-app,sfc-gh-bnisco,59
graphite-app,sfc-gh-dmatthews,27
graphite-app,sfc-gh-gwatters,1
graphite-app,sfc-gh-jkinkead,12
graphite-app,sfc-gh-jrieke,2
graphite-app,sfc-gh-kmcgrady,1
graphite-app,sfc-gh-lwilby,98
graphite-app,sfc-gh-nbellante,114
graphite-app,sfc-gh-smohile,42
graphite-app,sfc-gh-tteixeira,21
graphite-app,sridhar-mani,1
graphite-app,srinivastalari199e-ai,1
graphite-app,t0k0shi,2
graphite-app,tiagorb1,1
graphite-app,tysoncung,1
graphite-app,vasuag09,1
graphite-app,vdonato,8
graphite-app,veeceey,1
graphite-app,velochy,17
graphite-app,wally30,1
graphite-app,wyattscarpenter,2
graphite-app,xtliu97,4
graphite-app,yeswehun,1
graphite-app,zyfy29,4
henrik-b,sfc-gh-dmatthews,1
ibnesayeed,sfc-gh-nbellante,1
itsToggle,VedantMadane,1
itsToggle,lukasmasuch,4
janbernloehr,velochy,1
jkoessle,velochy,1
jokester,kmcgrady,1
jrieke,AdamEssemaali,3
jrieke,Aroool,2
jrieke,AshiteshSingh,1
jrieke,Ayush-327,2
jrieke,BigBird404,1
jrieke,Clefairybiubiubiu,4
jrieke,DHANUSHRAJA22,1
jrieke,Darkace01,1
jrieke,GlobalStar117,1
jrieke,JingYiJun,1
jrieke,K-dash,2
jrieke,KaranPradhan266,1
jrieke,Nayil97,2
jrieke,Prhmma,2
jrieke,SiddhantSadangi,1
jrieke,TreavVasu,4
jrieke,VedantMadane,2
jrieke,Zane-dev16,1
jrieke,adamalton,1
jrieke,aebrahim,4
jrieke,andreasntr,5
jrieke,aryanagg,2
jrieke,avhz,1
jrieke,axelcarapinha,3
jrieke,bajajku,3
jrieke,danielalanbates,2
jrieke,davidsjoberg1,4
jrieke,devbyteai,4
jrieke,duartecaldascardoso,5
jrieke,dweepvira,3
jrieke,fridaeriksenaess,3
jrieke,ghassenTn,5
jrieke,goncalossmartins,3
jrieke,henrydai16,1
jrieke,hpcslag,2
jrieke,huskhi,4
jrieke,iyertrisha,2
jrieke,jensonjohnathon,4
jrieke,jerome-auguste,3
jrieke,jose-mindwayai,9
jrieke,kagawa0710,4
jrieke,kajarenc,3
jrieke,karubian,2
jrieke,katerinatsikoura,4
jrieke,kmcgrady,3
jrieke,lillian-zhao,1
jrieke,lukasmasuch,33
jrieke,majiayu000,4
jrieke,marcolanfranchi,1
jrieke,mayagbarnes,9
jrieke,nehaaprasad,4
jrieke,nik-jones,1
jrieke,plumol,2
jrieke,prashcod,2
jrieke,rahuld109,3
jrieke,rishabhjain1712,5
jrieke,rishi-kumar0612,2
jrieke,ritoban23,1
jrieke,rpgjarman,2
jrieke,rwelgosh,4
jrieke,sea-turt1e,1
jrieke,sfc-gh-aamadhavan,6
jrieke,sfc-gh-amiribel,1
jrieke,sfc-gh-bnisco,1
jrieke,sfc-gh-dmatthews,7
jrieke,sfc-gh-jkinkead,4
jrieke,sfc-gh-lwilby,14
jrieke,sfc-gh-nbellante,1
jrieke,sfc-gh-tteixeira,5
jrieke,snakeM,5
jrieke,sridhar-mani,2
jrieke,syed-saif,1
jrieke,t0k0shi,8
jrieke,tortaepaisitphongse,1
jrieke,velochy,9
jrieke,vullankib,2
jrieke,wyattscarpenter,5
jrieke,xtliu97,5
jrieke,zachikeh123,1
jrieke,zyfy29,1
jrqysxkmrh-afk,rishabhjain1712,1
kajarenc,kmcgrady,2
kajarenc,lukasmasuch,6
kajarenc,mayagbarnes,1
kajarenc,moutayam,4
kmcgrady,Bernardo1008,3
kmcgrady,BigBird404,3
kmcgrady,Khaledgadalla,1
kmcgrady,MuriloM676,1
kmcgrady,aryanagg,1
kmcgrady,carlota-domingos,2
kmcgrady,fridaeriksenaess,1
kmcgrady,jokester,2
kmcgrady,kajarenc,7
kmcgrady,lukasmasuch,21
kmcgrady,mayagbarnes,14
kmcgrady,moutayam,2
kmcgrady,odaysec,2
kmcgrady,sfc-gh-aamadhavan,1
kmcgrady,sfc-gh-bnisco,14
kmcgrady,sfc-gh-dmatthews,1
kmcgrady,sfc-gh-kmcgrady,1
kmcgrady,sfc-gh-lwilby,4
kmcgrady,sfc-gh-nbellante,9
kmcgrady,sfc-gh-tteixeira,5
kmcgrady,sfc-gh-wschmitt,1
kmcgrady,snakeM,5
kmcgrady,tiagorb1,4
kmcgrady,velochy,19
krupal-p,lukasmasuch,1
lawilby,sfc-gh-lwilby,2
lix8886,lukasmasuch,1
lix8886,sfc-gh-tteixeira,1
lukasmasuch,AB5111,1
lukasmasuch,An1k4et,1
lukasmasuch,BigBird404,1
lukasmasuch,Darkace01,4
lukasmasuch,JingYiJun,2
lukasmasuch,K-dash,1
lukasmasuch,KaranPradhan266,4
lukasmasuch,MathCatsAnd,9
lukasmasuch,MuhdRayan10,1
lukasmasuch,Nayil97,1
lukasmasuch,Prhmma,1
lukasmasuch,Rohan5commit,1
lukasmasuch,SiddhantSadangi,2
lukasmasuch,TreavVasu,2
lukasmasuch,aebrahim,1
lukasmasuch,aritradhabal,1
lukasmasuch,ashm-dev,2
lukasmasuch,axelcarapinha,2
lukasmasuch,bajajku,2
lukasmasuch,ben05allen,1
lukasmasuch,cgivre,9
lukasmasuch,danielalanbates,1
lukasmasuch,davidsjoberg1,1
lukasmasuch,devbyteai,2
lukasmasuch,diwu-sf,2
lukasmasuch,duartecaldascardoso,2
lukasmasuch,geoextra,1
lukasmasuch,ghassenTn,2
lukasmasuch,ghilesmeddour,2
lukasmasuch,henrydai16,1
lukasmasuch,hpcslag,1
lukasmasuch,ianjch314,1
lukasmasuch,ivanmilevtues,2
lukasmasuch,jensonjohnathon,9
lukasmasuch,jerome-auguste,2
lukasmasuch,jrieke,40
lukasmasuch,kagawa0710,2
lukasmasuch,kajarenc,5
lukasmasuch,karubian,1
lukasmasuch,katerinatsikoura,1
lukasmasuch,kkchemboli,1
lukasmasuch,kmcgrady,25
lukasmasuch,lillian-zhao,3
lukasmasuch,lukewang05,1
lukasmasuch,majiayu000,4
lukasmasuch,mayagbarnes,130
lukasmasuch,mohankumarelec,1
lukasmasuch,moniqu3443,1
lukasmasuch,nico-bellante,3
lukasmasuch,nik-jones,1
lukasmasuch,plumol,8
lukasmasuch,prashcod,1
lukasmasuch,raethlein,22
lukasmasuch,rahuld109,2
lukasmasuch,rishabhjain1712,1
lukasmasuch,rishi-kumar0612,1
lukasmasuch,rpgjarman,1
lukasmasuch,rwelgosh,2
lukasmasuch,sea-turt1e,1
lukasmasuch,sfc-gh-aamadhavan,21
lukasmasuch,sfc-gh-amiribel,2
lukasmasuch,sfc-gh-bnisco,172
lukasmasuch,sfc-gh-dmatthews,37
lukasmasuch,sfc-gh-gwatters,1
lukasmasuch,sfc-gh-jkinkead,34
lukasmasuch,sfc-gh-jrieke,2
lukasmasuch,sfc-gh-kmcgrady,2
lukasmasuch,sfc-gh-lwilby,224
lukasmasuch,sfc-gh-nbellante,68
lukasmasuch,sfc-gh-pchiu,6
lukasmasuch,sfc-gh-smohile,16
lukasmasuch,sfc-gh-tteixeira,7
lukasmasuch,sfc-gh-wschmitt,1
lukasmasuch,sridhar-mani,1
lukasmasuch,syed-saif,2
lukasmasuch,t0k0shi,1
lukasmasuch,taimoorzulfiqar,2
lukasmasuch,tiagorb1,1
lukasmasuch,tortaepaisitphongse,2
lukasmasuch,tysoncung,1
lukasmasuch,utruong309,1
lukasmasuch,vdonato,23
lukasmasuch,veeceey,1
lukasmasuch,velochy,7
lukasmasuch,vishall4,1
lukasmasuch,vullankib,1
lukasmasuch,w-userc,2
lukasmasuch,whitphx,7
lukasmasuch,wyattscarpenter,9
lukasmasuch,zyfy29,4
mayagbarnes,K-dash,1
mayagbarnes,aayushbaluni,1
mayagbarnes,alvinttang,1
mayagbarnes,co63oc,5
mayagbarnes,fstermann,1
mayagbarnes,gambletan,1
mayagbarnes,jrieke,2
mayagbarnes,kajarenc,1
mayagbarnes,kmcgrady,15
mayagbarnes,lukasmasuch,60
mayagbarnes,mdrazak2001,1
mayagbarnes,ranmocy,11
mayagbarnes,ritoban23,1
mayagbarnes,sfc-gh-aamadhavan,4
mayagbarnes,sfc-gh-bnisco,39
mayagbarnes,sfc-gh-dmatthews,1
mayagbarnes,sfc-gh-gwatters,1
mayagbarnes,sfc-gh-kmcgrady,6
mayagbarnes,sfc-gh-lwilby,8
mayagbarnes,sfc-gh-nbellante,11
mayagbarnes,sfc-gh-tteixeira,8
mirko-felice,BigBird404,1
ndawe,sfc-gh-bnisco,2
nicornk,lukasmasuch,1
okapiadmin,sfc-gh-lwilby,2
pallagj,velochy,2
pmareke,mayagbarnes,1
ppo-corp,velochy,3
raethlein,kajarenc,1
raethlein,kmcgrady,3
raethlein,lukasmasuch,9
raethlein,mayagbarnes,1
rafmudaf,lukasmasuch,2
sachindevsharma,fridaeriksenaess,1
sfc-gh-bnisco,An1k4et,1
sfc-gh-bnisco,Flamki,1
sfc-gh-bnisco,Franco-15,3
sfc-gh-bnisco,LakshmiSravyaVedantham,2
sfc-gh-bnisco,Luis-B97,1
sfc-gh-bnisco,ManasVardhan,1
sfc-gh-bnisco,Mr-Neutr0n,2
sfc-gh-bnisco,Navadeep0007,2
sfc-gh-bnisco,Nayil97,1
sfc-gh-bnisco,SiddhantSadangi,3
sfc-gh-bnisco,adhikjoshi,1
sfc-gh-bnisco,alexmalins,3
sfc-gh-bnisco,ashm-dev,2
sfc-gh-bnisco,axelcarapinha,1
sfc-gh-bnisco,davidsjoberg1,3
sfc-gh-bnisco,duvvuvenkataramana,3
sfc-gh-bnisco,dweepvira,2
sfc-gh-bnisco,fridaeriksenaess,2
sfc-gh-bnisco,harshang03,2
sfc-gh-bnisco,jensonjohnathon,6
sfc-gh-bnisco,jrieke,3
sfc-gh-bnisco,kajarenc,6
sfc-gh-bnisco,katerinatsikoura,1
sfc-gh-bnisco,kmcgrady,11
sfc-gh-bnisco,lukasmasuch,358
sfc-gh-bnisco,marcolanfranchi,2
sfc-gh-bnisco,matilde2004,2
sfc-gh-bnisco,mayagbarnes,95
sfc-gh-bnisco,nico-bellante,2
sfc-gh-bnisco,nileshhadalgi016,2
sfc-gh-bnisco,nitinjadhav888,3
sfc-gh-bnisco,plumol,1
sfc-gh-bnisco,rishabhjain1712,1
sfc-gh-bnisco,rkthaild,1
sfc-gh-bnisco,rwelgosh,1
sfc-gh-bnisco,sfc-gh-aamadhavan,3
sfc-gh-bnisco,sfc-gh-dmatthews,26
sfc-gh-bnisco,sfc-gh-kmcgrady,1
sfc-gh-bnisco,sfc-gh-lwilby,120
sfc-gh-bnisco,sfc-gh-nbellante,99
sfc-gh-bnisco,sfc-gh-smohile,35
sfc-gh-bnisco,sfc-gh-tteixeira,1
sfc-gh-bnisco,t0k0shi,4
sfc-gh-bnisco,tnir,1
sfc-gh-bnisco,tomtung,1
sfc-gh-bnisco,tysoncung,4
sfc-gh-bnisco,vardhan30016,1
sfc-gh-bnisco,vdonato,9
sfc-gh-bnisco,velochy,5
sfc-gh-bnisco,whitphx,1
sfc-gh-bnisco,wyattscarpenter,3
sfc-gh-braethlein,lukasmasuch,1
sfc-gh-dmatthews,blackary,1
sfc-gh-dmatthews,jrieke,7
sfc-gh-dmatthews,kajarenc,1
sfc-gh-dmatthews,lukasmasuch,13
sfc-gh-dmatthews,rishi-kumar0612,3
sfc-gh-dmatthews,sfc-gh-jkinkead,1
sfc-gh-dmatthews,wyattscarpenter,1
sfc-gh-gwatters,lukasmasuch,3
sfc-gh-gwatters,vdonato,3
sfc-gh-hkantuni,mayagbarnes,1
sfc-gh-jkinkead,lukasmasuch,1
sfc-gh-jkinkead,sfc-gh-dmatthews,1
sfc-gh-jkinkead,sfc-gh-gwatters,1
sfc-gh-jrieke,DHANUSHRAJA22,1
sfc-gh-jrieke,harshang03,1
sfc-gh-jrieke,jensonjohnathon,1
sfc-gh-jrieke,jrieke,3
sfc-gh-jrieke,kmcgrady,6
sfc-gh-jrieke,lukasmasuch,2
sfc-gh-jrieke,mayagbarnes,2
sfc-gh-jrieke,rishi-kumar0612,2
sfc-gh-jrieke,sfc-gh-dmatthews,1
sfc-gh-jrieke,sfc-gh-jkinkead,3
sfc-gh-jrieke,sfc-gh-lwilby,4
sfc-gh-jrieke,sfc-gh-tteixeira,1
sfc-gh-jrieke,t0k0shi,1
sfc-gh-jrieke,velochy,1
sfc-gh-jrieke,zyfy29,3
sfc-gh-jroes,sfc-gh-bnisco,1
sfc-gh-kjavadyan,lukasmasuch,5
sfc-gh-kmcgrady,kmcgrady,3
sfc-gh-kmcgrady,lukasmasuch,2
sfc-gh-kmcgrady,sfc-gh-bnisco,3
sfc-gh-kmcgrady,sfc-gh-nbellante,1
sfc-gh-kmcgrady,sfc-gh-tteixeira,6
sfc-gh-kmcgrady,velochy,1
sfc-gh-lmasuch,0xtaufeeq,1
sfc-gh-lmasuch,SiddhantSadangi,1
sfc-gh-lmasuch,fridaeriksenaess,1
sfc-gh-lmasuch,geoextra,1
sfc-gh-lmasuch,jrieke,4
sfc-gh-lmasuch,kajarenc,1
sfc-gh-lmasuch,kmcgrady,3
sfc-gh-lmasuch,lukasmasuch,60
sfc-gh-lmasuch,mayagbarnes,12
sfc-gh-lmasuch,rahuld109,1
sfc-gh-lmasuch,sfc-gh-aamadhavan,1
